timestamp,temp,throttled,clock_mhz,watts,cpu,ram,swap
1773161111.8161814,60.9,0x0,2400.03,8.56,52.6,1.49,199.25
1773161111.9702108,64.8,0x0,2400.03,8.473,100.0,1.49,199.25
1773161112.122676,64.8,0x0,2400.03,8.139,98.4,1.49,199.25
1773161112.2772365,64.2,0x0,2400.02,5.044,100.0,1.49,199.25
1773161112.428314,66.4,0x0,2400.03,8.445,98.4,1.49,199.25
1773161112.582543,68.1,0x0,2400.02,8.382,100.0,1.49,199.25
1773161112.7380843,65.9,0x0,2400.02,8.54,100.0,1.5,199.25
1773161112.8947132,65.9,0x0,2400.03,5.366,95.2,1.51,199.25
1773161113.0511625,66.4,0x0,2300.02,5.051,96.7,1.51,199.25
1773161113.2139633,65.9,0x0,2400.03,5.127,95.4,1.51,199.25
1773161113.374095,67.0,0x0,2400.02,5.051,93.8,1.51,199.25
1773161113.5463362,67.0,0x0,2400.03,4.983,98.6,1.51,199.25
1773161113.7005858,67.5,0x0,2400.03,6.754,96.7,1.51,199.25
1773161113.870516,68.1,0x0,2400.03,7.544,97.1,1.51,199.25
1773161114.0368938,66.4,0x0,2400.03,4.993,92.5,1.51,199.25
1773161114.195002,67.0,0x0,2400.02,6.014,98.4,1.51,199.25
1773161114.3554592,67.5,0x0,2400.03,5.125,96.9,1.51,199.25
1773161114.5150986,67.5,0x0,2400.04,6.521,95.4,1.51,199.25
1773161114.6766415,67.5,0x0,2400.03,6.615,95.3,1.51,199.25
1773161114.8337119,67.5,0x0,2400.02,6.948,98.4,1.51,199.25
1773161115.0166984,68.6,0x0,2400.02,5.395,98.6,1.51,199.25
1773161115.167213,67.5,0x0,2400.03,6.887,98.3,1.51,199.25
1773161115.3384564,68.1,0x0,2400.03,7.089,98.5,1.51,199.25
1773161115.5055993,69.2,0x0,2400.03,6.717,97.0,1.51,199.25
1773161115.6741693,68.1,0x0,2400.04,7.866,98.6,1.51,199.25
1773161115.8319592,68.1,0x0,2400.03,4.985,96.8,1.52,199.25
1773161116.0021417,68.1,0x0,2400.03,6.924,97.1,1.52,199.25
1773161116.1587217,68.1,0x0,2400.03,5.25,92.1,1.52,199.25
1773161116.3156626,69.2,0x0,2400.02,6.205,96.8,1.52,199.25
1773161116.4666176,68.1,0x0,2400.02,6.059,95.0,1.52,199.25
1773161116.6280136,68.1,0x0,2400.03,5.18,95.3,1.52,199.25
1773161116.8002627,68.1,0x0,2400.03,7.143,98.6,1.52,199.25
1773161116.955403,69.2,0x0,2400.02,6.644,96.7,1.52,199.25
1773161117.1160593,68.6,0x0,2400.02,6.818,97.0,1.52,199.25
1773161117.293279,69.2,0x0,2400.03,6.541,97.1,1.52,199.25
1773161117.4497266,70.3,0x0,2400.03,7.066,96.8,1.52,199.25
1773161117.6009698,68.6,0x0,2400.03,6.631,94.9,1.52,199.25
1773161117.7555137,69.2,0x0,2400.03,4.511,95.1,1.52,199.25
1773161117.914734,69.2,0x0,2300.02,5.408,96.8,1.52,199.25
1773161118.0812218,69.2,0x0,2400.02,4.744,95.5,1.52,199.25
1773161118.226724,69.2,0x0,2400.02,6.698,96.6,1.52,199.25
1773161118.386429,69.2,0x0,2400.02,7.631,98.4,1.52,199.25
1773161118.546362,69.7,0x0,2400.02,6.089,96.8,1.52,199.25
1773161118.6982121,69.2,0x0,2400.03,7.422,96.7,1.52,199.25
1773161118.8598845,69.7,0x0,2400.03,7.008,98.4,1.52,199.25
1773161119.0192747,70.3,0x0,2400.03,6.691,96.8,1.52,199.25
1773161119.1902697,70.3,0x0,2400.02,5.129,95.7,1.52,199.25
1773161119.3559194,70.3,0x0,2400.03,6.722,97.0,1.52,199.25
1773161119.5425448,68.6,0x0,2400.03,7.138,98.6,1.52,199.25
1773161119.6955173,69.2,0x0,2400.03,7.146,96.7,1.52,199.25
1773161119.886931,69.7,0x0,2400.02,6.393,98.7,1.52,199.25
1773161120.0388665,69.2,0x0,2400.03,5.866,95.1,1.52,199.25
1773161120.1894195,69.7,0x0,2400.02,5.452,94.9,1.52,199.25
1773161120.3557281,69.7,0x0,2400.02,6.631,98.5,1.52,199.25
1773161120.5180562,69.7,0x0,2400.02,4.928,96.9,1.52,199.25
1773161120.699539,70.3,0x0,2400.03,6.543,98.6,1.52,199.25
1773161120.8634367,69.2,0x0,2400.03,6.852,98.5,1.52,199.25
1773161121.0543613,70.8,0x0,2400.02,4.281,97.4,1.53,199.25
1773161121.2100766,70.8,0x0,2400.02,6.756,95.2,1.53,199.25
1773161121.3817837,70.8,0x0,2400.02,6.961,97.1,1.53,199.25
1773161121.5416474,71.4,0x0,2400.03,5.176,95.2,1.53,199.25
1773161121.703564,69.2,0x0,2400.03,6.675,96.9,1.53,199.25
1773161121.861097,68.6,0x0,2400.03,7.53,96.8,1.53,199.25
1773161122.0297418,69.7,0x0,2400.03,6.726,97.1,1.53,199.25
1773161122.2093043,70.8,0x0,2400.03,5.303,95.8,1.53,199.25
1773161122.365251,70.3,0x0,2400.04,5.351,98.4,1.53,199.25
1773161122.5399656,71.4,0x0,2300.02,7.304,97.1,1.53,199.25
1773161122.6999257,70.8,0x0,2400.03,5.105,95.3,1.53,199.25
1773161122.859514,71.9,0x0,2400.02,5.157,98.4,1.53,199.25
1773161123.01585,71.9,0x0,2400.03,6.579,95.2,1.53,199.25
1773161123.176944,70.8,0x0,2400.03,6.613,95.3,1.53,199.25
1773161123.3697994,71.9,0x0,2400.03,4.391,96.2,1.53,199.25
1773161123.5243323,70.8,0x0,2400.03,6.694,98.3,1.53,199.25
1773161123.691526,71.4,0x0,2400.03,7.318,97.0,1.53,199.25
1773161123.8491802,70.3,0x0,2400.03,6.648,92.1,1.53,199.25
1773161124.0066805,71.9,0x0,2400.03,6.262,93.7,1.53,199.25
1773161124.1820555,70.8,0x0,2400.02,7.057,98.6,1.53,199.25
1773161124.3480837,70.8,0x0,2400.03,6.773,98.5,1.53,199.25
1773161124.515362,70.8,0x0,2400.02,6.709,95.5,1.53,199.25
1773161124.681141,71.9,0x0,2400.02,6.827,97.0,1.53,199.25
1773161124.839906,69.2,0x0,2400.03,6.688,100.0,1.53,199.25
1773161125.0024376,70.8,0x0,2400.03,6.36,95.4,1.53,199.25
1773161125.1619844,71.4,0x0,2400.03,5.272,96.9,1.53,199.25
1773161125.3260186,70.8,0x0,2400.02,7.067,97.0,1.53,199.25
1773161125.4786983,69.7,0x0,2400.02,6.58,98.3,1.53,199.25
1773161125.6465762,71.4,0x0,2400.03,7.1,98.5,1.53,199.25
1773161125.8070068,70.8,0x0,2400.03,6.657,97.0,1.53,199.25
1773161125.9680336,70.3,0x0,2400.04,6.642,96.9,1.53,199.25
1773161126.1436758,72.5,0x0,2400.02,6.996,95.7,1.54,199.25
1773161126.2986944,70.8,0x0,2400.03,5.244,95.2,1.54,199.25
1773161126.4861126,71.4,0x0,2400.02,7.267,98.6,1.54,199.25
1773161126.6457999,70.3,0x0,2400.02,5.588,96.9,1.54,199.25
1773161126.8088522,70.8,0x0,2400.02,6.932,96.9,1.54,199.25
1773161126.968705,72.5,0x0,2400.03,5.109,93.8,1.54,199.25
1773161127.1300764,71.4,0x0,2400.03,6.765,98.4,1.54,199.25
1773161127.308317,71.9,0x0,2400.03,6.574,94.4,1.54,199.25
1773161127.467935,70.8,0x0,2400.02,6.843,95.3,1.54,199.25
1773161127.6201603,71.4,0x0,2400.03,6.17,96.7,1.54,199.25
1773161127.7762501,71.4,0x0,2400.03,6.153,96.8,1.54,199.25
1773161127.941517,70.8,0x0,2400.03,7.274,96.9,1.54,199.25
1773161128.1076076,71.4,0x0,2400.03,7.664,98.5,1.54,199.25
1773161128.270547,71.4,0x0,2400.03,7.319,97.0,1.54,199.25
1773161128.4283314,70.8,0x0,2400.03,6.653,98.4,1.54,199.25
1773161128.5852163,71.9,0x0,2400.03,7.414,96.8,1.54,199.25
1773161128.7462811,70.8,0x0,2400.03,6.708,98.5,1.54,199.25
1773161128.9148033,70.8,0x0,2400.03,7.021,97.1,1.54,199.25
1773161129.0725615,71.9,0x0,2400.03,5.136,96.8,1.54,199.25
1773161129.2357054,70.8,0x0,2400.03,7.226,95.4,1.54,199.25
1773161129.3987064,72.5,0x0,2400.02,6.842,97.0,1.54,199.25
1773161129.5597837,72.5,0x0,2400.03,4.81,96.8,1.54,199.25
1773161129.7148838,71.4,0x0,2400.03,4.611,96.8,1.54,199.25
1773161129.8696606,71.9,0x0,2400.03,5.197,96.8,1.54,199.25
1773161130.0553777,71.9,0x0,2400.03,6.683,98.6,1.54,199.25
1773161130.2165647,70.8,0x0,2400.02,4.518,96.9,1.54,199.25
1773161130.4020824,72.5,0x0,2400.03,7.022,97.3,1.54,199.25
1773161130.5640016,71.4,0x0,2400.03,6.768,96.9,1.54,199.25
1773161130.7156327,71.9,0x0,2400.04,6.637,96.7,1.54,199.25
1773161130.8729765,72.5,0x0,2400.03,6.715,96.8,1.54,199.25
1773161131.0303285,73.0,0x0,2400.02,6.89,98.4,1.54,199.25
1773161131.1926725,72.5,0x0,2400.02,6.735,98.5,1.54,199.25
1773161131.3488493,70.3,0x0,2400.02,5.974,96.8,1.54,199.25
1773161131.498279,71.9,0x0,2400.04,6.03,93.2,1.55,199.25
1773161131.6659448,71.4,0x0,2400.03,5.144,95.5,1.55,199.25
1773161131.821026,71.4,0x0,2400.02,6.71,98.4,1.55,199.25
1773161132.0100043,71.4,0x0,2400.03,6.937,98.7,1.55,199.25
1773161132.1630101,71.9,0x0,2400.03,5.164,95.2,1.55,199.25
1773161132.316862,71.4,0x0,2400.04,6.82,98.3,1.55,199.25
1773161132.471036,71.9,0x0,2400.02,6.927,96.8,1.55,199.25
1773161132.6296182,73.0,0x0,2400.03,4.056,96.9,1.55,199.25
1773161132.7969432,73.0,0x0,2400.03,6.754,97.0,1.55,199.25
1773161132.9608583,71.4,0x0,2400.02,6.487,98.4,1.55,199.25
1773161133.1456559,71.4,0x0,2400.03,6.875,98.6,1.55,199.25
1773161133.3123024,71.4,0x0,2400.02,5.614,95.4,1.55,199.25
1773161133.5027988,70.8,0x0,2400.03,6.488,98.7,1.55,199.25
1773161133.6722343,71.4,0x0,2400.04,6.728,97.1,1.55,199.25
1773161133.84281,71.4,0x0,2400.02,7.048,97.0,1.55,199.25
1773161134.0032122,73.0,0x0,2400.03,5.771,95.3,1.55,199.25
1773161134.1583672,70.3,0x0,2400.03,5.253,95.1,1.55,199.25
1773161134.3199458,71.4,0x0,2400.02,5.236,93.8,1.55,199.25
1773161134.473301,70.8,0x0,2400.03,6.733,96.7,1.55,199.25
1773161134.655663,71.9,0x0,2400.04,6.447,97.2,1.55,199.25
1773161134.9258952,70.3,0x0,2400.02,6.796,98.1,1.55,199.25
1773161135.0839198,71.9,0x0,2400.02,6.097,95.3,1.55,199.25
1773161135.2387116,72.5,0x0,2400.03,6.676,91.9,1.55,199.25
1773161135.3972042,73.0,0x0,2400.03,6.82,96.8,1.55,199.25
1773161135.5663989,71.4,0x0,2400.02,6.715,97.1,1.55,199.25
1773161135.7242975,71.9,0x0,2400.03,6.668,98.4,1.55,199.25
1773161135.8901408,71.9,0x0,2400.03,6.466,97.0,1.55,199.25
1773161136.0512743,72.5,0x0,2300.03,5.366,95.3,1.55,199.25
1773161136.2106726,73.6,0x0,2400.03,5.217,93.7,1.55,199.25
1773161136.380572,73.0,0x0,2400.03,5.471,97.0,1.55,199.25
1773161136.5451908,71.4,0x0,2400.03,4.562,96.9,1.55,199.25
1773161136.695653,71.9,0x0,2400.03,4.598,95.1,1.55,199.25
1773161136.8558989,71.9,0x0,2400.03,5.315,96.9,1.55,199.25
1773161137.0390239,72.5,0x0,2400.03,7.185,98.6,1.56,199.25
1773161137.1949296,71.9,0x0,2400.02,6.576,98.4,1.56,199.25
1773161137.350286,72.5,0x0,2400.03,7.172,96.8,1.56,199.25
1773161137.5244827,71.9,0x0,2400.03,4.649,97.1,1.56,199.25
1773161137.686478,71.9,0x0,2400.02,6.68,98.5,1.56,199.25
1773161137.8559537,73.0,0x0,2400.03,5.352,97.0,1.56,199.25
1773161138.0225844,71.9,0x0,2400.03,6.784,95.4,1.56,199.25
1773161138.2022474,71.4,0x0,2400.02,6.64,94.6,1.56,199.25
1773161138.369364,71.4,0x0,2400.03,6.538,95.3,1.56,199.25
1773161138.5291862,71.9,0x0,2400.02,6.813,96.9,1.56,199.25
1773161138.6868124,71.9,0x0,2400.02,6.627,93.5,1.56,199.25
1773161138.8361483,71.9,0x0,2400.03,7.076,94.9,1.56,199.25
1773161139.0075676,71.4,0x0,2400.03,7.483,95.5,1.56,199.25
1773161139.1677005,73.0,0x0,2400.02,6.766,97.0,1.56,199.25
1773161139.3274772,71.9,0x0,2400.03,6.108,95.2,1.56,199.25
1773161139.480504,71.9,0x0,2400.03,6.705,96.8,1.56,199.25
1773161139.6354158,72.5,0x0,2400.03,6.721,95.1,1.56,199.25
1773161139.822156,73.0,0x0,2400.03,4.35,98.7,1.56,199.25
