timestamp,temp,throttled,clock_mhz,watts,cpu,ram,swap
1773021327.3914046,70.8,0x80000,2400.04,8.933,50.5,1.02,680.06
1773021327.548179,73.0,0x80000,2400.02,8.608,100.0,1.02,680.06
1773021327.7012308,73.0,0x80000,2400.04,9.082,100.0,1.02,680.06
1773021327.8579156,74.1,0x80000,2400.03,8.997,100.0,1.02,680.06
1773021328.0094647,74.1,0x80000,2400.03,5.142,98.3,1.02,680.06
1773021328.161164,74.1,0x80000,2400.03,8.673,100.0,1.02,680.06
1773021328.316205,73.6,0x80000,2400.03,9.239,100.0,1.02,680.06
1773021328.4682932,73.6,0x80000,2400.04,9.34,98.3,1.02,680.06
1773021328.6241934,74.7,0x80000,2400.02,9.113,98.4,1.02,680.06
1773021328.7771335,75.7,0x80000,2400.04,8.466,100.0,1.02,680.06
1773021328.9288306,75.2,0x80000,2400.02,8.517,100.0,1.02,680.06
1773021329.080118,74.1,0x80000,2400.02,7.897,100.0,1.02,680.06
1773021329.2310748,73.0,0x80000,2400.03,6.942,62.7,1.02,680.06
1773021329.37882,73.0,0x80000,2400.02,7.278,54.2,1.02,680.06
1773021329.5301125,73.0,0x80000,2400.02,7.408,56.7,1.02,680.06
1773021329.680568,72.5,0x80000,2400.03,6.863,55.0,1.02,680.06
1773021329.8275836,74.1,0x80000,2400.02,6.881,54.2,1.02,680.06
1773021329.980819,73.0,0x80000,2400.03,7.119,53.3,1.02,680.06
1773021330.1312234,71.4,0x80000,2400.03,7.139,54.1,1.02,680.06
1773021330.2823112,71.9,0x80000,2400.03,6.911,55.0,1.02,680.06
1773021330.4353235,71.9,0x80000,2400.02,7.238,53.3,1.02,680.06
1773021330.5839112,73.0,0x80000,2400.03,6.619,55.0,1.02,680.06
1773021330.7451794,73.0,0x80000,2400.03,7.147,71.4,1.02,680.06
1773021330.901199,72.5,0x80000,2400.02,7.207,80.6,1.02,679.56
1773021331.0521905,72.5,0x80000,2400.03,6.769,70.0,1.02,679.56
1773021331.204106,71.9,0x80000,2400.03,6.81,53.3,1.02,679.56
1773021331.3519678,71.9,0x80000,2400.03,6.823,53.3,1.02,679.56
1773021331.5031576,71.4,0x80000,2400.03,7.14,55.9,1.02,679.56
1773021331.6537278,71.9,0x80000,2400.03,6.592,53.3,1.02,679.56
1773021331.8047657,71.9,0x80000,2400.03,7.093,55.0,1.02,679.56
1773021331.9571786,72.5,0x80000,2400.03,6.76,53.3,1.02,679.56
1773021332.1055937,71.4,0x80000,2400.03,6.845,60.0,1.02,679.56
1773021332.257887,70.8,0x80000,2400.03,6.853,54.8,1.02,679.56
1773021332.4096062,71.4,0x80000,2400.02,7.001,52.5,1.02,679.56
1773021332.5589042,70.8,0x80000,2400.03,6.849,55.9,1.02,679.56
1773021332.711399,70.8,0x80000,2400.02,7.065,54.8,1.02,679.56
1773021332.8606634,70.8,0x80000,2400.02,7.135,55.2,1.02,679.56
1773021333.013365,70.8,0x80000,2400.03,7.136,54.1,1.02,679.56
1773021333.163188,70.3,0x80000,2400.03,7.105,53.3,1.02,679.56
1773021333.3122964,70.8,0x80000,2400.02,6.737,55.0,1.02,679.56
1773021333.463896,70.8,0x80000,2400.03,7.028,55.0,1.02,679.56
1773021333.6123362,71.4,0x80000,2400.03,6.142,54.2,1.02,679.56
1773021333.7638953,71.4,0x80000,2400.03,6.814,55.0,1.02,679.56
1773021333.9153903,71.4,0x80000,2400.02,6.661,52.5,1.02,679.56
1773021334.0636601,71.9,0x80000,2400.03,6.702,53.3,1.02,679.56
1773021334.2157664,72.5,0x80000,2400.02,6.652,55.7,1.02,679.56
1773021334.366378,71.4,0x80000,2400.03,7.311,52.5,1.02,679.56
1773021334.5182626,70.8,0x80000,2400.03,6.623,55.0,1.02,679.56
1773021334.6683614,70.3,0x80000,2400.03,6.956,54.2,1.02,679.56
1773021334.816641,71.4,0x80000,2400.03,6.645,54.2,1.02,679.56
1773021334.9682775,70.8,0x80000,2400.03,7.228,54.8,1.02,679.56
1773021335.1188157,70.3,0x80000,2400.04,6.961,52.5,1.02,679.56
1773021335.2693346,70.8,0x80000,2400.02,7.111,55.0,1.02,679.56
1773021335.421626,70.3,0x80000,2400.03,6.888,54.1,1.02,679.56
1773021335.5697842,70.8,0x80000,2400.02,6.703,54.2,1.02,679.56
1773021335.7241373,70.8,0x80000,2400.04,6.622,56.7,1.02,679.56
1773021335.8738134,70.8,0x80000,2400.03,7.059,53.3,1.02,679.56
1773021336.0232806,71.9,0x80000,2400.03,7.489,54.2,1.02,679.56
1773021336.1735601,71.9,0x80000,2400.02,6.734,53.3,1.02,679.56
1773021336.3218992,71.4,0x80000,2400.03,7.482,53.3,1.02,679.56
1773021336.472365,70.3,0x80000,2400.02,7.111,54.2,1.02,679.56
1773021336.6261528,71.4,0x80000,2400.03,6.809,54.8,1.02,679.56
1773021336.7760546,70.3,0x80000,2400.03,6.77,55.0,1.02,679.56
1773021336.9278147,70.3,0x80000,2400.03,7.07,53.3,1.02,679.56
1773021337.0773404,70.8,0x80000,2400.03,6.629,53.3,1.02,679.56
1773021337.2300515,70.8,0x80000,2400.03,6.791,55.0,1.02,679.56
1773021337.3815613,70.8,0x80000,2400.03,6.96,53.3,1.02,679.56
1773021337.5296233,70.3,0x80000,2400.02,6.706,54.2,1.02,679.56
1773021337.6813383,70.3,0x80000,2400.02,7.399,61.7,1.02,679.06
