timestamp,temp,throttled,clock_mhz,watts,cpu,ram,swap
1773017826.1479802,57.1,0x80000,2300.03,8.656,7.6,0.82,557.1
1773017826.2988045,60.4,0x80000,2400.02,8.413,98.4,0.82,557.1
1773017826.4488947,62.6,0x80000,2400.03,8.26,96.7,0.83,557.1
1773017826.602864,61.5,0x80000,2400.02,5.111,93.3,0.83,557.1
1773017826.7569737,61.5,0x80000,2400.03,7.667,95.2,0.83,557.1
1773017826.9095507,62.6,0x80000,2400.03,5.08,95.1,0.83,557.1
1773017827.0695558,64.2,0x80000,2400.02,7.111,98.4,0.83,557.1
1773017827.2319493,64.8,0x80000,2300.02,5.002,95.4,0.84,557.1
1773017827.3935838,63.7,0x80000,2300.03,7.016,95.3,0.84,557.1
1773017827.5476396,63.7,0x80000,2400.03,7.638,95.2,0.84,557.1
1773017827.7129533,64.8,0x80000,2400.02,7.067,95.5,0.84,557.1
1773017827.8653927,65.9,0x80000,2400.03,7.394,96.7,0.84,557.1
1773017828.0184495,64.8,0x80000,2400.03,7.669,96.6,0.84,557.1
1773017828.1835763,65.9,0x80000,2400.02,5.349,97.0,0.84,557.1
1773017828.3333807,65.9,0x80000,2400.03,4.992,91.7,0.84,557.1
1773017828.4922493,65.3,0x80000,2400.03,7.388,96.9,0.84,557.1
1773017828.658509,64.8,0x80000,2400.02,7.15,98.5,0.84,557.1
1773017828.8148391,65.9,0x80000,2400.03,4.85,91.9,0.85,557.1
1773017828.9758956,65.9,0x80000,2400.04,5.091,95.4,0.85,557.1
1773017829.1417458,67.0,0x80000,2400.02,5.406,95.3,0.85,557.1
1773017829.3039408,66.4,0x80000,2400.03,6.995,98.5,0.85,557.1
1773017829.465062,66.4,0x80000,2400.03,7.623,96.9,0.85,557.1
1773017829.6247478,67.5,0x80000,2400.03,7.166,96.9,0.85,557.1
1773017829.7720296,67.5,0x80000,2400.02,5.087,94.9,0.85,557.1
1773017829.9416254,67.0,0x80000,2400.04,5.093,94.1,0.85,557.1
