timestamp,temp,throttled,clock_mhz,watts,cpu,ram,swap
1773160489.9282627,76.8,0x0,2400.02,9.14,93.5,1.57,80.0
1773160490.0804493,75.7,0x0,2400.03,9.303,100.0,1.57,80.0
1773160490.2374706,75.7,0x0,2400.04,5.484,95.3,1.57,80.0
1773160490.3861463,78.5,0x0,2400.03,9.325,98.3,1.57,80.0
1773160490.543059,76.8,0x0,2400.02,8.534,100.0,1.57,80.0
1773160490.695125,78.5,0x0,2400.02,9.58,100.0,1.57,80.0
1773160490.8474205,78.5,0x0,2400.03,9.316,100.0,1.57,80.0
1773160491.0034575,78.5,0x0,2400.02,9.556,98.4,1.58,80.0
1773160491.162126,79.0,0x0,2400.04,9.337,100.0,1.58,80.0
1773160491.3151412,76.8,0x0,2400.03,9.314,100.0,1.58,80.0
1773160491.467037,77.9,0x0,2400.02,9.372,100.0,1.58,80.0
1773160491.6202557,77.9,0x0,2400.04,8.593,100.0,1.58,80.0
1773160491.7709885,78.5,0x0,2400.03,9.238,100.0,1.58,80.0
1773160491.9264104,79.6,0x0,2400.03,9.392,100.0,1.58,80.0
1773160492.0812247,78.5,0x0,2400.02,9.781,98.4,1.58,80.0
1773160492.23899,79.0,0x0,2400.03,8.693,98.4,1.58,80.0
1773160492.3902729,79.6,0x0,2400.02,9.355,100.0,1.58,80.0
1773160492.5395021,78.5,0x0,2400.02,8.474,98.3,1.58,80.0
1773160492.6944802,78.5,0x0,2400.02,9.273,100.0,1.58,80.0
1773160492.85219,79.6,0x0,2400.02,5.037,98.4,1.58,80.0
1773160493.0095673,78.5,0x0,2400.03,8.786,100.0,1.58,80.0
1773160493.1689916,79.0,0x0,2400.03,7.353,98.5,1.58,80.0
1773160493.3287315,77.9,0x0,2300.03,6.882,96.8,1.58,80.0
1773160493.5017803,76.8,0x0,2400.02,6.819,97.1,1.58,80.0
1773160493.6635025,76.3,0x0,2400.03,5.73,96.9,1.58,80.0
1773160493.8386974,75.2,0x0,2400.02,6.875,97.2,1.58,80.0
1773160494.01284,76.3,0x0,2400.03,6.868,97.1,1.58,80.0
1773160494.179272,76.3,0x0,2400.03,6.819,97.0,1.58,80.0
1773160494.363152,76.3,0x0,2400.03,6.507,98.6,1.58,80.0
1773160494.532552,76.3,0x0,2300.03,6.806,98.5,1.58,80.0
1773160494.7007954,76.8,0x0,2400.03,6.236,95.7,1.58,80.0
1773160494.8578982,76.3,0x0,2400.03,7.157,96.8,1.58,80.0
1773160495.022901,76.3,0x0,2400.02,6.911,98.5,1.58,80.0
1773160495.1767354,76.3,0x0,2400.03,5.568,98.4,1.58,80.0
1773160495.3350554,75.7,0x0,2400.04,6.969,98.4,1.58,80.0
1773160495.4934285,75.2,0x0,2400.04,6.482,92.1,1.57,80.0
1773160495.6485558,75.2,0x0,2400.02,6.961,93.5,1.57,80.0
1773160495.8214576,76.8,0x0,2400.03,7.322,97.1,1.58,80.0
1773160495.9823291,75.2,0x0,2400.03,5.33,98.4,1.58,80.0
1773160496.1510653,76.3,0x0,2400.03,6.792,95.5,1.58,80.0
1773160496.326984,75.7,0x0,2400.03,4.235,97.2,1.58,80.0
1773160496.5053542,74.7,0x0,2400.03,6.907,98.6,1.58,80.0
