timestamp,temp,throttled,clock_mhz,watts,cpu,ram,swap
1773022305.1573067,65.9,0x80000,2400.03,3.983,53.8,0.69,927.03
1773022305.3123918,67.5,0x80000,2400.02,5.503,90.3,0.69,926.52
1773022305.4773529,67.5,0x80000,2400.02,5.863,89.2,0.69,926.27
1773022305.6260228,68.6,0x80000,2400.02,5.747,88.1,0.68,930.59
1773022305.7735522,68.1,0x80000,2400.03,4.808,86.4,0.68,934.91
1773022305.9223368,68.6,0x80000,2400.02,5.283,94.8,0.68,933.91
1773022306.0749152,69.7,0x80000,2400.04,8.515,90.2,0.68,935.16
1773022306.2573073,68.1,0x80000,2400.03,8.504,93.2,0.68,933.91
1773022306.4172134,68.6,0x80000,2400.02,8.968,90.8,0.68,933.41
1773022306.5612848,68.6,0x80000,1700.03,2.983,42.1,0.69,933.16
1773022306.710741,67.5,0x80000,2300.03,3.068,40.7,0.69,931.16
1773022306.858839,65.9,0x80000,1900.02,2.933,22.0,0.69,930.16
1773022307.0232515,68.1,0x80000,2400.04,5.691,71.9,0.7,928.66
1773022307.173113,66.4,0x80000,2400.02,3.195,61.0,0.69,927.91
1773022307.3222647,67.0,0x80000,2200.02,2.858,14.8,0.69,927.91
1773022307.4825847,65.3,0x80000,2400.03,6.526,63.5,0.69,927.91
1773022307.6303103,66.4,0x80000,2400.03,3.711,56.9,0.69,927.91
1773022307.7781715,65.3,0x80000,1700.02,2.93,10.2,0.69,927.91
1773022307.9256911,64.8,0x80000,1600.02,3.706,11.7,0.69,927.91
1773022308.07282,63.1,0x80000,1700.02,2.973,11.7,0.69,927.91
1773022308.223995,63.1,0x80000,1700.02,3.972,15.0,0.69,927.66
1773022308.3714616,63.1,0x80000,2400.02,2.927,10.3,0.69,927.66
1773022308.5245101,63.7,0x80000,2400.03,8.966,45.9,0.69,927.66
1773022308.6711133,64.2,0x80000,1700.02,2.748,15.0,0.69,927.66
1773022308.8208225,62.6,0x80000,1600.02,4.503,24.1,0.69,927.66
1773022308.9699748,63.1,0x80000,1900.03,2.672,25.4,0.69,927.66
1773022309.1143394,65.3,0x80000,2300.03,3.37,43.9,0.69,923.91
1773022309.264774,62.6,0x80000,1700.02,3.139,8.2,0.69,923.66
1773022309.4152493,63.1,0x80000,1600.02,2.724,10.2,0.69,923.66
1773022309.5658937,63.1,0x80000,2400.03,3.124,30.5,0.71,922.66
1773022309.7147858,62.6,0x80000,1700.02,2.807,8.5,0.71,922.16
1773022309.8597376,60.9,0x80000,2400.03,3.159,12.1,0.69,921.91
1773022310.0040882,61.5,0x80000,1700.02,2.684,8.6,0.7,921.91
1773022310.1580756,60.9,0x80000,1800.02,2.772,8.2,0.7,921.91
1773022310.310778,60.9,0x80000,1900.03,6.615,29.5,0.7,921.16
1773022310.461041,63.1,0x80000,2400.03,7.664,85.0,0.7,915.66
1773022310.6136057,64.2,0x80000,2400.03,8.418,83.1,0.7,909.41
1773022310.7763267,67.0,0x80000,2400.03,8.572,95.4,0.7,908.41
1773022310.936674,65.3,0x80000,2400.03,8.751,87.5,0.7,908.16
1773022311.099625,66.4,0x80000,2400.04,8.445,96.9,0.7,908.16
1773022311.2503486,67.5,0x80000,2400.03,6.565,88.3,0.7,908.16
1773022311.3976805,64.2,0x80000,1600.02,3.007,11.7,0.7,908.16
1773022311.5463972,63.7,0x80000,1800.03,3.105,15.3,0.7,908.16
1773022311.689891,64.8,0x80000,2400.02,6.841,50.0,0.7,908.16
1773022311.836974,63.1,0x80000,1700.01,2.959,11.9,0.7,908.16
1773022311.984634,62.0,0x80000,2100.02,3.019,18.6,0.71,908.16
1773022312.1377246,64.2,0x80000,2400.03,3.046,60.7,0.7,908.16
1773022312.2962723,64.8,0x80000,2400.03,7.361,91.9,0.7,908.16
1773022312.4461746,65.9,0x80000,2400.03,3.329,42.4,0.7,908.16
1773022312.5903764,64.2,0x80000,1700.02,2.786,12.5,0.7,908.16
1773022312.7408135,63.7,0x80000,2400.03,4.275,28.8,0.7,908.47
